# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	58914	59522	-	LIHGCB_00047	-	-	-	-	-	-
contig_1	cds	59674	60729	+	LIHGCB_00048	358.0	6.2e-121	0.972	0.907	0.531	UniRef:UniRef50_B8IUB4
contig_1	cds	60699	61766	+	LIHGCB_00049	-	-	-	-	-	-
contig_1	cds	61836	62891	-	LIHGCB_00050	526.0	9.0e-187	0.980	0.860	0.727	UniRef:UniRef50_O83092
contig_1	cds	63062	64021	+	LIHGCB_00051	-	-	-	-	-	-
contig_1	cds	64228	64464	+	LIHGCB_00052	-	-	-	-	-	-
contig_1	cds	64461	66242	+	LIHGCB_00053	686.0	3.0e-241	1.015	0.851	0.610	UniRef:UniRef50_E4PIM0
contig_1	cds	66254	67663	+	LIHGCB_00054	560.0	7.4e-197	0.940	0.907	0.687	UniRef:UniRef50_R4YUT1
contig_1	cds	67738	69054	-	LIHGCB_00055	459.0	7.6e-158	0.993	0.944	0.549	UniRef:UniRef50_O83097
contig_1	cds	69271	69741	-	LIHGCB_00056	-	-	-	-	-	-
contig_1	cds	69847	70146	-	LIHGCB_00057	94.7	5.8e-25	0.970	0.990	0.531	UniRef:UniRef50_B5RLI7
contig_1	cds	70263	70793	-	LIHGCB_00058	332.0	1.1e-116	1.0	1.0	1.0	UniRef:UniRef50_O83101
contig_1	cds	70802	71083	-	LIHGCB_00059	-	-	-	-	-	-
contig_1	cds	71366	71800	+	LIHGCB_00060	-	-	-	-	-	-
contig_1	cds	71856	72401	+	LIHGCB_00061	349.0	7.3e-123	0.994	0.882	0.961	UniRef:UniRef50_A0A0B7H1B9
contig_1	cds	72455	72760	+	LIHGCB_00062	109.0	1.1e-30	0.931	0.855	0.521	UniRef:UniRef50_Q73KZ5
contig_1	cds	72781	73929	+	LIHGCB_00063	136.0	3.3e-34	0.969	0.887	0.670	UniRef:UniRef50_M2BGF1
contig_1	cds	74110	75132	+	LIHGCB_00064	-	-	-	-	-	-
contig_1	cds	75188	75571	-	LIHGCB_00065	-	-	-	-	-	-
contig_1	cds	75568	75954	-	LIHGCB_00066	-	-	-	-	-	-
contig_1	cds	76005	78641	-	LIHGCB_00067	1061.0	0.0	1.016	1.0	0.647	UniRef:UniRef50_A0A1L8N1Q2
contig_1	cds	78845	79117	+	LIHGCB_00068	-	-	-	-	-	-
contig_1	cds	79187	80677	-	LIHGCB_00069	949.0	0.0	1.0	0.967	0.994	UniRef:UniRef50_O83112
contig_1	cds	81033	82442	+	LIHGCB_00070	945.0	0.0	1.0	0.961	0.994	UniRef:UniRef50_F7XRR7
contig_1	cds	82572	83450	+	LIHGCB_00071	-	-	-	-	-	-
contig_1	cds	83490	84320	+	LIHGCB_00072	285.0	1.3e-94	0.924	0.921	0.545	UniRef:UniRef50_F7XRR9
contig_1	cds	84467	85969	+	LIHGCB_00073	996.0	0.0	1.0	0.904	0.996	UniRef:UniRef50_F7XRS0
contig_1	cds	85974	87212	+	LIHGCB_00074	833.0	4.6e-307	1.0	1.0	1.0	UniRef:UniRef50_S3KF66
contig_1	cds	87209	89362	+	LIHGCB_00075	-	-	-	-	-	-
contig_1	cds	89359	89826	+	LIHGCB_00076	-	-	-	-	-	-
contig_1	cds	89833	90681	+	LIHGCB_00077	-	-	-	-	-	-
contig_1	cds	90728	92314	-	LIHGCB_00078	996.0	0.0	0.985	0.867	0.990	UniRef:UniRef50_M2BBM0
contig_1	cds	92465	94459	+	LIHGCB_00079	698.0	8.1e-245	1.012	0.950	0.527	UniRef:UniRef50_A0A0B7GS70
contig_1	cds	94539	94772	-	LIHGCB_00080	-	-	-	-	-	-
contig_1	cds	94884	95330	-	LIHGCB_00081	187.0	6.7e-60	0.986	0.834	0.610	UniRef:UniRef50_S3KHH6
contig_1	cds	95447	96355	+	LIHGCB_00082	572.0	3.0e-207	1.0	0.962	1.0	UniRef:UniRef50_O83124
contig_1	cds	96358	96744	-	LIHGCB_00083	-	-	-	-	-	-
contig_1	cds	96881	97495	-	LIHGCB_00084	-	-	-	-	-	-
contig_1	cds	97525	98760	-	LIHGCB_00085	568.0	5.4e-202	0.988	0.962	0.692	UniRef:UniRef50_M2BUH9
contig_1	cds	98843	99907	-	LIHGCB_00086	697.0	3.1e-255	1.0	1.0	0.994	UniRef:UniRef50_O83128
contig_1	cds	100089	101651	+	LIHGCB_00087	1031.0	0.0	1.0	1.0	0.994	UniRef:UniRef50_O83129
contig_1	cds	101671	102210	+	LIHGCB_00088	214.0	2.0e-69	0.978	0.806	0.617	UniRef:UniRef50_O83130
contig_1	cds	102194	102841	+	LIHGCB_00089	-	-	-	-	-	-
contig_1	cds	102979	103989	+	LIHGCB_00090	391.0	4.3e-134	1.003	0.901	0.608	UniRef:UniRef50_Q73RP3
contig_1	cds	103989	105935	+	LIHGCB_00091	1255.0	0.0	1.0	1.0	0.989	UniRef:UniRef50_O83133
contig_1	cds	106009	106371	-	LIHGCB_00092	233.0	3.8e-79	1.0	1.0	1.0	UniRef:UniRef50_O83134
contig_1	cds	106541	106759	+	LIHGCB_00093	86.3	3.3e-22	1.0	0.837	0.500	UniRef:UniRef50_A0A0N1BL88
contig_1	cds	106812	107468	-	LIHGCB_00094	439.0	1.6e-157	1.0	1.0	1.0	UniRef:UniRef50_F7XRB1
contig_1	cds	107472	108227	-	LIHGCB_00095	501.0	8.4e-181	1.0	1.0	1.0	UniRef:UniRef50_F7XRU2
contig_1	cds	108422	109024	+	LIHGCB_00096	-	-	-	-	-	-
contig_1	cds	109017	109811	+	LIHGCB_00097	-	-	-	-	-	-
contig_1	cds	109849	111822	-	LIHGCB_00098	704.0	1.2e-246	1.097	0.970	0.527	UniRef:UniRef50_H7EMN1
contig_1	cds	111887	113251	+	LIHGCB_00099	-	-	-	-	-	-
contig_1	cds	113299	113709	+	LIHGCB_00100	-	-	-	-	-	-
contig_1	cds	113956	115584	+	LIHGCB_00101	614.0	3.0e-215	0.983	0.880	0.550	UniRef:UniRef50_P44569
contig_1	cds	115750	118743	+	LIHGCB_00102	1956.0	0.0	1.0	1.0	0.997	UniRef:UniRef50_P74933
contig_1	cds	118775	120307	-	LIHGCB_00103	503.0	8.5e-173	0.992	0.935	0.526	UniRef:UniRef50_A0A0J1J4P3
contig_1	cds	120288	122099	-	LIHGCB_00104	771.0	5.7e-276	0.978	0.953	0.624	UniRef:UniRef50_F7XRU8
contig_1	cds	122219	123604	-	LIHGCB_00105	566.0	1.8e-199	0.985	0.962	0.606	UniRef:UniRef50_A0A929HXF6
contig_1	cds	123706	124584	-	LIHGCB_00106	566.0	1.7e-205	1.0	1.0	1.0	UniRef:UniRef50_F7XRU9
contig_1	tRNA	124844	124914	+	LIHGCB_00107	46.6	-	-	-	-	-
contig_1	tRNA	124924	124995	+	LIHGCB_00108	51.6	-	-	-	-	-
contig_1	tRNA	125032	125103	+	LIHGCB_00109	49.3	-	-	-	-	-
contig_1	cds	125146	126858	+	LIHGCB_00110	1092.0	0.0	1.0	0.988	0.991	UniRef:UniRef50_O83148
contig_1	cds	126918	128345	+	LIHGCB_00111	932.0	0.0	1.0	0.958	1.0	UniRef:UniRef50_O83149
contig_1	cds	128342	129694	-	LIHGCB_00112	564.0	3.6e-199	0.982	0.953	0.606	UniRef:UniRef50_F4BNA1
contig_1	cds	129836	130822	+	LIHGCB_00113	-	-	-	-	-	-
contig_1	cds	130827	131822	+	LIHGCB_00114	393.0	3.4e-135	0.915	0.851	0.653	UniRef:UniRef50_O83152
contig_1	cds	131847	132656	-	LIHGCB_00115	293.0	3.8e-98	0.996	0.950	0.537	UniRef:UniRef50_O83153
contig_1	cds	132781	134814	+	LIHGCB_00116	684.0	6.5e-237	1.025	0.825	0.532	UniRef:UniRef50_Q03AL7
contig_1	cds	134846	136093	-	LIHGCB_00117	-	-	-	-	-	-
contig_1	cds	136047	136637	-	LIHGCB_00118	-	-	-	-	-	-
contig_1	cds	136716	137981	-	LIHGCB_00119	-	-	-	-	-	-
contig_1	cds	138079	138738	-	LIHGCB_00120	192.0	5.4e-60	0.913	0.877	0.555	UniRef:UniRef50_A0A090HWK7
contig_1	cds	138738	139547	-	LIHGCB_00121	514.0	1.5e-185	1.0	1.0	1.0	UniRef:UniRef50_A0A388T721
contig_1	cds	139670	140746	+	LIHGCB_00122	379.0	5.3e-129	0.966	0.945	0.546	UniRef:UniRef50_O83158
contig_1	cds	140965	142821	-	LIHGCB_00123	829.0	1.6e-298	0.994	1.008	0.635	UniRef:UniRef50_A0A5C6DH39
contig_1	cds	142954	145497	+	LIHGCB_00124	1677.0	0.0	1.0	0.989	0.993	UniRef:UniRef50_O83160
contig_1	cds	145511	146617	+	LIHGCB_00125	393.0	2.4e-133	1.005	0.837	0.551	UniRef:UniRef50_P37518
contig_1	cds	146694	147488	+	LIHGCB_00126	314.0	1.3e-106	1.0	0.985	0.568	UniRef:UniRef50_E5FNS8
contig_1	cds	147552	148223	-	LIHGCB_00127	-	-	-	-	-	-
contig_1	cds	148277	148915	-	LIHGCB_00128	-	-	-	-	-	-
contig_1	cds	148997	149266	+	LIHGCB_00129	-	-	-	-	-	-
contig_1	cds	149144	149602	-	LIHGCB_00130	-	-	-	-	-	-
contig_1	cds	149625	150092	-	LIHGCB_00131	-	-	-	-	-	-
contig_1	cds	150800	152047	-	LIHGCB_00132	-	-	-	-	-	-
contig_1	cds	152001	152591	-	LIHGCB_00133	-	-	-	-	-	-
contig_1	cds	152831	154093	-	LIHGCB_00134	620.0	9.4e-223	0.950	1.026	0.799	UniRef:UniRef50_O83170
contig_1	cds	154280	155011	+	LIHGCB_00135	497.0	6.4e-179	1.0	0.832	0.996	UniRef:UniRef50_F7XRX5
contig_1	tRNA	155160	155232	+	LIHGCB_00136	70.1	-	-	-	-	-
contig_1	cds	155468	156682	+	LIHGCB_00137	644.0	1.8e-232	1.002	1.041	0.812	UniRef:UniRef50_O83170
contig_1	cds	157097	157777	-	LIHGCB_00138	421.0	6.2e-150	1.0	0.922	0.991	UniRef:UniRef50_O83174
contig_1	cds	157842	158534	-	LIHGCB_00139	321.0	2.0e-110	0.987	0.966	0.661	UniRef:UniRef50_M2BKL1
contig_1	cds	158574	160292	-	LIHGCB_00140	1068.0	0.0	1.0	0.995	1.0	UniRef:UniRef50_O83176
contig_1	cds	160472	161005	+	LIHGCB_00141	-	-	-	-	-	-
contig_1	cds	160956	161618	-	LIHGCB_00142	220.0	9.0e-71	0.900	0.880	0.581	UniRef:UniRef50_M2ARP1
contig_1	cds	161611	163353	-	LIHGCB_00143	1111.0	0.0	1.0	0.976	0.981	UniRef:UniRef50_O83179
contig_1	cds	163350	164357	-	LIHGCB_00144	-	-	-	-	-	-
contig_1	cds	164467	166437	+	LIHGCB_00145	1302.0	0.0	1.0	0.982	1.0	UniRef:UniRef50_F7XRY5
contig_1	tRNA	166511	166592	-	LIHGCB_00146	61.2	-	-	-	-	-
contig_1	cds	166777	167256	+	LIHGCB_00147	-	-	-	-	-	-
contig_1	cds	167253	167564	+	LIHGCB_00148	-	-	-	-	-	-
contig_1	cds	167528	167830	+	LIHGCB_00149	-	-	-	-	-	-
contig_1	cds	167840	169699	-	LIHGCB_00150	646.0	5.6e-226	1.002	0.973	0.535	UniRef:UniRef50_O83182
contig_1	cds	169696	170271	-	LIHGCB_00151	-	-	-	-	-	-
contig_1	cds	170268	170861	-	LIHGCB_00152	-	-	-	-	-	-
contig_1	cds	170854	171321	-	LIHGCB_00153	-	-	-	-	-	-
contig_1	cds	171305	172324	-	LIHGCB_00154	-	-	-	-	-	-
contig_1	cds	172311	173795	-	LIHGCB_00155	951.0	0.0	1.0	0.961	0.996	UniRef:UniRef50_F7XRZ1
contig_1	cds	173931	174422	-	LIHGCB_00156	165.0	7.7e-51	0.945	0.939	0.526	UniRef:UniRef50_Q73MW8
contig_1	cds	174584	175684	+	LIHGCB_00157	734.0	7.8e-269	1.0	0.906	1.0	UniRef:UniRef50_F7XRZ3
contig_1	cds	175690	176805	+	LIHGCB_00158	654.0	1.4e-237	1.0	1.0	0.995	UniRef:UniRef50_O83190
contig_1	cds	176847	177251	-	LIHGCB_00159	127.0	8.1e-37	0.925	0.844	0.508	UniRef:UniRef50_Q73KJ3
contig_1	cds	177248	178150	-	LIHGCB_00160	-	-	-	-	-	-
contig_1	cds	178147	178812	-	LIHGCB_00161	456.0	7.4e-164	1.0	0.969	0.995	UniRef:UniRef50_O83193
contig_1	cds	178837	179865	-	LIHGCB_00162	-	-	-	-	-	-
contig_1	cds	179981	181840	-	LIHGCB_00163	583.0	1.1e-201	1.034	1.031	0.506	UniRef:UniRef50_Q73KJ8
contig_1	cds	181946	182998	-	LIHGCB_00164	409.0	1.6e-140	0.957	0.848	0.642	UniRef:UniRef50_P70828
contig_1	cds	183174	184100	+	LIHGCB_00165	302.0	1.6e-100	0.909	0.889	0.568	UniRef:UniRef50_P96116
contig_1	cds	184248	185048	+	LIHGCB_00166	280.0	3.0e-93	0.910	0.945	0.558	UniRef:UniRef50_F4BNH0
contig_1	cds	185020	185916	+	LIHGCB_00167	319.0	3.9e-107	0.946	0.881	0.603	UniRef:UniRef50_A0A0E2EJU4
contig_1	cds	185920	187023	+	LIHGCB_00168	625.0	3.8e-226	1.0	1.0	0.995	UniRef:UniRef50_P96119
contig_1	cds	187033	187494	+	LIHGCB_00169	-	-	-	-	-	-
contig_1	cds	187574	188329	+	LIHGCB_00170	306.0	2.8e-103	0.996	0.822	0.576	UniRef:UniRef50_C0QV47
contig_1	tRNA	188455	188527	+	LIHGCB_00171	70.4	-	-	-	-	-
contig_1	cds	188648	189457	+	LIHGCB_00172	513.0	6.3e-185	1.0	1.0	0.996	UniRef:UniRef50_P96122
contig_1	cds	189556	189984	+	LIHGCB_00173	286.0	2.4e-99	1.0	0.882	1.0	UniRef:UniRef50_P16055
contig_1	cds	189974	191341	-	LIHGCB_00174	-	-	-	-	-	-
contig_1	cds	191349	192869	-	LIHGCB_00175	-	-	-	-	-	-
contig_1	cds	192866	194194	-	LIHGCB_00176	-	-	-	-	-	-
contig_1	cds	194269	195195	-	LIHGCB_00177	-	-	-	-	-	-
contig_1	cds	195195	197078	-	LIHGCB_00178	1149.0	0.0	1.0	0.965	0.981	UniRef:UniRef50_O83209
contig_1	cds	197172	197615	+	LIHGCB_00179	-	-	-	-	-	-
contig_1	cds	197596	198234	+	LIHGCB_00180	-	-	-	-	-	-
contig_1	cds	198237	199082	-	LIHGCB_00181	-	-	-	-	-	-
contig_1	cds	199087	199551	-	LIHGCB_00182	150.0	6.9e-45	0.987	0.854	0.520	UniRef:UniRef50_O83214
contig_1	cds	199639	200346	+	LIHGCB_00183	-	-	-	-	-	-
contig_1	cds	200365	201582	+	LIHGCB_00184	813.0	3.2e-299	1.0	1.0	1.0	UniRef:UniRef50_F7XS16
contig_1	cds	201946	203133	+	LIHGCB_00185	545.0	1.9e-192	1.0	0.828	0.691	UniRef:UniRef50_P43926
contig_1	cds	203205	203513	+	LIHGCB_00186	114.0	3.3e-32	0.961	0.803	0.541	UniRef:UniRef50_Q2LQA2
contig_1	cds	203560	204186	+	LIHGCB_00187	300.0	7.9e-103	1.0	1.0	0.712	UniRef:UniRef50_S3LPB9
contig_1	cds	204176	204850	+	LIHGCB_00188	272.0	5.0e-91	1.054	0.996	0.585	UniRef:UniRef50_P94268
contig_1	cds	204837	205121	+	LIHGCB_00189	-	-	-	-	-	-
contig_1	cds	205177	205998	+	LIHGCB_00190	292.0	2.8e-97	1.004	0.895	0.573	UniRef:UniRef50_P60405
contig_1	cds	206008	206295	+	LIHGCB_00191	122.0	8.7e-36	0.979	0.921	0.634	UniRef:UniRef50_P94271
contig_1	cds	206304	206678	+	LIHGCB_00192	142.0	7.4e-43	0.903	0.806	0.625	UniRef:UniRef50_O83224
contig_1	cds	206662	207405	+	LIHGCB_00193	345.0	7.1e-119	0.947	0.804	0.731	UniRef:UniRef50_O83225
contig_1	cds	207409	207828	+	LIHGCB_00194	159.0	6.1e-49	0.950	0.857	0.576	UniRef:UniRef50_A0A355UQN7
contig_1	cds	207843	208061	+	LIHGCB_00195	-	-	-	-	-	-
contig_1	cds	208061	208330	+	LIHGCB_00196	90.5	1.5e-23	0.865	0.865	0.623	UniRef:UniRef50_O83228
contig_1	cds	208343	208711	+	LIHGCB_00197	141.0	1.4e-42	1.0	0.871	0.566	UniRef:UniRef50_O83229
contig_1	cds	208723	209034	+	LIHGCB_00198	121.0	3.6e-35	0.990	0.887	0.588	UniRef:UniRef50_O83230
contig_1	cds	209031	209588	+	LIHGCB_00199	202.0	2.0e-64	0.957	0.805	0.542	UniRef:UniRef50_Q8DS25
contig_1	cds	209801	210199	+	LIHGCB_00200	164.0	2.7e-51	1.023	1.0	0.563	UniRef:UniRef50_O51445
contig_1	cds	210209	210748	+	LIHGCB_00201	183.0	1.9e-57	0.994	0.973	0.506	UniRef:UniRef50_O83234
contig_1	cds	210757	211119	+	LIHGCB_00202	145.0	1.6e-44	0.992	0.975	0.630	UniRef:UniRef50_Q73PL6
contig_1	cds	211128	211646	+	LIHGCB_00203	160.0	2.7e-48	0.936	0.821	0.509	UniRef:UniRef50_A0A7X7RJ92
contig_1	cds	211649	211834	+	LIHGCB_00204	62.8	2.7e-13	0.984	0.857	0.500	UniRef:UniRef50_E4RQR2
contig_1	cds	211834	212295	+	LIHGCB_00205	107.0	3.5e-28	0.922	0.870	0.567	UniRef:UniRef50_Q6AP51
contig_1	cds	212303	213622	+	LIHGCB_00206	-	-	-	-	-	-
contig_1	cds	213661	213774	+	LIHGCB_00207	-	-	-	-	-	-
contig_1	cds	213790	214155	+	LIHGCB_00208	134.0	1.0e-39	0.950	0.827	0.626	UniRef:UniRef50_Q8DML1
contig_1	cds	214174	214554	+	LIHGCB_00209	137.0	7.3e-41	0.952	0.870	0.550	UniRef:UniRef50_O66485
contig_1	cds	214569	215624	+	LIHGCB_00210	345.0	7.6e-116	0.954	0.901	0.510	UniRef:UniRef50_G0G9S3
contig_1	cds	215614	216108	+	LIHGCB_00211	-	-	-	-	-	-
contig_1	cds	216132	216329	+	LIHGCB_00212	-	-	-	-	-	-
contig_1	cds	216514	217197	+	LIHGCB_00213	-	-	-	-	-	-
contig_1	cds	217313	219220	+	LIHGCB_00214	768.0	7.4e-274	1.003	1.006	0.656	UniRef:UniRef50_Q2JI64
contig_1	cds	219389	220591	+	LIHGCB_00215	448.0	3.3e-155	0.990	1.005	0.586	UniRef:UniRef50_Q73Q15
contig_1	cds	220768	222237	+	LIHGCB_00216	-	-	-	-	-	-
contig_1	cds	222241	224388	+	LIHGCB_00217	-	-	-	-	-	-
contig_1	cds	224417	224575	+	LIHGCB_00218	-	-	-	-	-	-
contig_1	cds	224572	224748	+	LIHGCB_00219	-	-	-	-	-	-
contig_1	cds	224735	225532	+	LIHGCB_00220	-	-	-	-	-	-
contig_1	cds	225542	225988	+	LIHGCB_00221	188.0	1.4e-60	1.0	1.0	0.986	UniRef:UniRef50_O83251
contig_1	cds	226125	227564	+	LIHGCB_00222	-	-	-	-	-	-
contig_1	cds	227598	227708	+	LIHGCB_00223	-	-	-	-	-	-
contig_1	cds	227754	228494	+	LIHGCB_00224	-	-	-	-	-	-
contig_1	cds	228538	228645	+	LIHGCB_00225	-	-	-	-	-	-
contig_1	rRNA	228678	230226	+	LIHGCB_00226	1526.5	4.8e-47	-	-	-	RFAM:RF00177
contig_1	tRNA	230339	230412	+	LIHGCB_00227	70.9	-	-	-	-	-
contig_1	rRNA	230522	233474	+	LIHGCB_00228	2723.4	2.7e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	233523	233633	+	LIHGCB_00229	85.0	1.5e-14	-	-	-	RFAM:RF00001
contig_1	cds	233647	234333	-	LIHGCB_00230	423.0	6.3e-151	1.0	1.0	0.969	UniRef:UniRef50_O83254
contig_1	cds	234386	235153	-	LIHGCB_00231	498.0	1.9e-179	1.0	1.0	1.0	UniRef:UniRef50_O83255
contig_1	cds	235220	235798	-	LIHGCB_00232	-	-	-	-	-	-
contig_1	cds	236000	236812	+	LIHGCB_00233	-	-	-	-	-	-
contig_1	cds	236817	238790	+	LIHGCB_00234	687.0	5.2e-240	0.986	0.885	0.551	UniRef:UniRef50_O83258
contig_1	cds	238891	239541	+	LIHGCB_00235	-	-	-	-	-	-
contig_1	cds	239788	240333	+	LIHGCB_00236	262.0	1.9e-88	0.983	0.927	0.691	UniRef:UniRef50_A0A1V5WKF9
contig_1	tRNA	240468	240540	+	LIHGCB_00237	64.1	-	-	-	-	-
contig_1	cds	240569	240739	+	LIHGCB_00238	75.9	1.3e-18	0.964	0.831	0.667	UniRef:UniRef50_O83262
contig_1	tRNA	240794	240866	+	LIHGCB_00239	66.5	-	-	-	-	-
contig_1	cds	240889	241068	+	LIHGCB_00240	-	-	-	-	-	-
contig_1	cds	241078	241635	+	LIHGCB_00241	218.0	4.4e-71	0.989	0.915	0.525	UniRef:UniRef50_O83264
contig_1	cds	241742	242182	+	LIHGCB_00242	158.0	1.7e-48	0.959	0.833	0.579	UniRef:UniRef50_P10055
contig_1	cds	242179	242859	+	LIHGCB_00243	298.0	2.4e-101	1.0	1.0	0.637	UniRef:UniRef50_H7ENF2
contig_1	cds	242861	243403	+	LIHGCB_00244	216.0	9.7e-71	0.911	0.927	0.652	UniRef:UniRef50_S3L9G9
contig_1	cds	243512	243901	+	LIHGCB_00245	100.0	2.9e-26	0.953	0.815	0.528	UniRef:UniRef50_Q8VVE2
contig_1	cds	244165	247701	+	LIHGCB_00246	1637.0	0.0	1.033	1.005	0.684	UniRef:UniRef50_A0A1V6BTB6
contig_1	cds	247714	251964	+	LIHGCB_00247	1904.0	0.0	0.987	0.991	0.681	UniRef:UniRef50_A0A098QS40
contig_1	cds	252067	252441	+	LIHGCB_00248	174.0	1.1e-55	1.008	1.016	0.696	UniRef:UniRef50_A0A962M7M0
contig_1	cds	252463	252933	+	LIHGCB_00249	174.0	3.0e-54	1.0	0.872	0.564	UniRef:UniRef50_P02359
contig_1	cds	253067	256390	+	LIHGCB_00250	2129.0	0.0	1.0	0.936	0.999	UniRef:UniRef50_O83273
contig_1	cds	256377	258329	+	LIHGCB_00251	-	-	-	-	-	-
contig_1	cds	258422	259453	+	LIHGCB_00252	446.0	1.9e-155	0.994	0.897	0.642	UniRef:UniRef50_M2AYA5
contig_1	cds	259450	259923	+	LIHGCB_00253	-	-	-	-	-	-
contig_1	cds	260002	261054	+	LIHGCB_00254	416.0	1.0e-143	0.983	0.894	0.608	UniRef:UniRef50_P18193
